emp_dept_pos_id,emp_id,dept_pos_id
1994,1994,257
1995,1995,232
1996,1996,74
1997,1997,126
1998,1998,156
1999,1999,27
2000,2000,105
2001,2001,165
2002,2002,190
2003,2003,19
2004,2004,165
2005,2005,137
2006,2006,217
2007,2007,47
2008,2008,1
2009,2009,185
2010,2010,60
2011,2011,194
2012,2012,163
2013,2013,102
2014,2014,89
2015,2015,262
2016,2016,86
2017,2017,103
2018,2018,26
2019,2019,157
2020,2020,146
2021,2021,164
2022,2022,214
2023,2023,30
2024,2024,27
2025,2025,25
2026,2026,242
2027,2027,209
2028,2028,139
2029,2029,174
2030,2030,245
2031,2031,52
2032,2032,252
2033,2033,22
2034,2034,97
2035,2035,286
2036,2036,156
2037,2037,215
2038,2038,127
2039,2039,36
2040,2040,38
2041,2041,169
2042,2042,69
2043,2043,201
2044,2044,51
2045,2045,42
2046,2046,146
2047,2047,184
2048,2048,130
2049,2049,56
2050,2050,168
2051,2051,27
2052,2052,284
2053,2053,164
2054,2054,31
2055,2055,23
2056,2056,137
2057,2057,47
2058,2058,222
2059,2059,294
2060,2060,93
2061,2061,72
2062,2062,285
2063,2063,89
2064,2064,90
2065,2065,279
2066,2066,53
2067,2067,230
2068,2068,70
2069,2069,94
2070,2070,184
2071,2071,7
2072,2072,220
2073,2073,19
2074,2074,199
2075,2075,248
2076,2076,23
2077,2077,267
2078,2078,129
2079,2079,219
2080,2080,299
2081,2081,299
2082,2082,125
2083,2083,105
2084,2084,126
2085,2085,276
2086,2086,126
2087,2087,247
2088,2088,287
2089,2089,117
2090,2090,264
2091,2091,101
2092,2092,27
2093,2093,160
2094,2094,240
2095,2095,96
2096,2096,108
2097,2097,93
2098,2098,4
2099,2099,66
2100,2100,73
2101,2101,116
2102,2102,88
2103,2103,217
2104,2104,209
2105,2105,9
2106,2106,219
2107,2107,99
2108,2108,230
2109,2109,210
2110,2110,116
2111,2111,120
2112,2112,212
2113,2113,269
2114,2114,294
2115,2115,134
2116,2116,63
2117,2117,299
2118,2118,222
2119,2119,100
2120,2120,89
2121,2121,136
2122,2122,79
2123,2123,241
2124,2124,42
2125,2125,167
2126,2126,268
2127,2127,294
2128,2128,107
2129,2129,216
2130,2130,100
2131,2131,75
2132,2132,112
2133,2133,276
2134,2134,116
2135,2135,177
2136,2136,214
2137,2137,186
2138,2138,39
2139,2139,275
2140,2140,267
2141,2141,13
2142,2142,148
2143,2143,64
2144,2144,254
2145,2145,13
2146,2146,136
2147,2147,112
2148,2148,115
2149,2149,145
2150,2150,281
2151,2151,289
2152,2152,299
2153,2153,74
2154,2154,37
2155,2155,229
2156,2156,249
2157,2157,107
2158,2158,248
2159,2159,6
2160,2160,118
2161,2161,241
2162,2162,182
2163,2163,46
2164,2164,268
2165,2165,25
2166,2166,265
2167,2167,249
2168,2168,62
2169,2169,159
2170,2170,263
2171,2171,77
2172,2172,203
2173,2173,216
2174,2174,83
2175,2175,53
2176,2176,8
2177,2177,275
2178,2178,237
2179,2179,223
2180,2180,175
2181,2181,153
2182,2182,268
2183,2183,5
2184,2184,239
2185,2185,142
2186,2186,71
2187,2187,270
2188,2188,63
2189,2189,148
2190,2190,19
2191,2191,35
2192,2192,278
2193,2193,53
2194,2194,37
2195,2195,207
2196,2196,17
2197,2197,100
2198,2198,165
2199,2199,38
2200,2200,104
2201,2201,224
2202,2202,145
2203,2203,159
2204,2204,5
2205,2205,187
2206,2206,250
2207,2207,215
2208,2208,298
2209,2209,167
2210,2210,3
2211,2211,87
2212,2212,13
2213,2213,234
2214,2214,142
2215,2215,159
2216,2216,115
2217,2217,107
2218,2218,136
2219,2219,198
2220,2220,186
2221,2221,23
2222,2222,210
2223,2223,76
2224,2224,83
2225,2225,67
2226,2226,208
2227,2227,52
2228,2228,240
2229,2229,2
2230,2230,97
2231,2231,24
2232,2232,197
2233,2233,195
2234,2234,135
2235,2235,97
2236,2236,96
2237,2237,143
2238,2238,73
2239,2239,289
2240,2240,6
2241,2241,288
2242,2242,22
2243,2243,34
2244,2244,271
2245,2245,135
2246,2246,201
2247,2247,123
2248,2248,221
2249,2249,99
2250,2250,61
2251,2251,258
2252,2252,140
2253,2253,44
2254,2254,43
2255,2255,137
2256,2256,262
2257,2257,228
2258,2258,141
2259,2259,195
2260,2260,214
2261,2261,196
2262,2262,168
2263,2263,131
2264,2264,105
2265,2265,184
2266,2266,1
2267,2267,177
2268,2268,223
2269,2269,37
2270,2270,85
2271,2271,36
2272,2272,159
2273,2273,184
2274,2274,243
2275,2275,173
2276,2276,69
2277,2277,131
2278,2278,182
2279,2279,239
2280,2280,300
2281,2281,255
2282,2282,33
2283,2283,56
2284,2284,225
2285,2285,15
2286,2286,261
2287,2287,93
2288,2288,243
2289,2289,34
2290,2290,118
2291,2291,259
2292,2292,13
2293,2293,36
2294,2294,131
2295,2295,265
2296,2296,278
2297,2297,6
2298,2298,79
2299,2299,203
2300,2300,261
2301,2301,62
2302,2302,117
2303,2303,9
2304,2304,51
2305,2305,8
2306,2306,83
2307,2307,59
2308,2308,22
2309,2309,48
2310,2310,171
2311,2311,77
2312,2312,99
2313,2313,25
2314,2314,236
2315,2315,143
2316,2316,133
2317,2317,156
2318,2318,272
2319,2319,183
2320,2320,113
2321,2321,234
2322,2322,122
2323,2323,262
2324,2324,194
2325,2325,150
2326,2326,49
2327,2327,292
2328,2328,180
2329,2329,285
2330,2330,50
2331,2331,38
2332,2332,212
2333,2333,58
2334,2334,165
2335,2335,70
2336,2336,243
2337,2337,88
2338,2338,12
2339,2339,138
2340,2340,262
2341,2341,18
2342,2342,27
2343,2343,110
2344,2344,111
2345,2345,30
2346,2346,291
2347,2347,177
2348,2348,160
2349,2349,202
2350,2350,185
2351,2351,250
2352,2352,37
2353,2353,165
2354,2354,22
2355,2355,14
2356,2356,78
2357,2357,43
2358,2358,83
2359,2359,265
2360,2360,98
2361,2361,171
2362,2362,37
2363,2363,43
2364,2364,268
2365,2365,175
2366,2366,269
2367,2367,183
2368,2368,130
2369,2369,149
2370,2370,59
2371,2371,15
2372,2372,248
2373,2373,218
2374,2374,137
2375,2375,146
2376,2376,223
2377,2377,117
2378,2378,56
2379,2379,198
2380,2380,152
2381,2381,26
2382,2382,43
2383,2383,92
2384,2384,39
2385,2385,158
2386,2386,53
2387,2387,246
2388,2388,53
2389,2389,167
2390,2390,197
2391,2391,111
2392,2392,131
2393,2393,88
2394,2394,266
2395,2395,256
2396,2396,217
2397,2397,125
2398,2398,52
2399,2399,146
2400,2400,264
2401,2401,170
2402,2402,293
2403,2403,61
2404,2404,283
2405,2405,95
2406,2406,130
2407,2407,47
2408,2408,48
2409,2409,93
2410,2410,202
2411,2411,35
2412,2412,199
2413,2413,51
2414,2414,7
2415,2415,74
2416,2416,203
2417,2417,87
2418,2418,64
2419,2419,57
2420,2420,100
2421,2421,40
2422,2422,50
2423,2423,72
2424,2424,22
2425,2425,78
2426,2426,54
2427,2427,255
2428,2428,284
2429,2429,152
2430,2430,103
2431,2431,231
2432,2432,175
2433,2433,35
2434,2434,210
2435,2435,293
2436,2436,277
2437,2437,227
2438,2438,51
2439,2439,25
2440,2440,150
2441,2441,48
2442,2442,69
2443,2443,164
2444,2444,285
2445,2445,255
2446,2446,143
2447,2447,174
2448,2448,150
2449,2449,197
2450,2450,277
2451,2451,188
2452,2452,248
2453,2453,20
2454,2454,97
2455,2455,218
2456,2456,11
2457,2457,104
2458,2458,271
2459,2459,58
2460,2460,200
2461,2461,63
2462,2462,48
2463,2463,279
2464,2464,184
2465,2465,187
2466,2466,123
2467,2467,163
2468,2468,295
2469,2469,207
2470,2470,122
2471,2471,263
2472,2472,182
2473,2473,46
2474,2474,260
2475,2475,209
2476,2476,252
2477,2477,255
2478,2478,5
2479,2479,87
2480,2480,112
2481,2481,183
2482,2482,183
2483,2483,13
2484,2484,295
2485,2485,1
2486,2486,4
2487,2487,285
2488,2488,235
2489,2489,199
2490,2490,233
2491,2491,290
2492,2492,128
2493,2493,37
2494,2494,143
2495,2495,121
2496,2496,297
2497,2497,199
2498,2498,173
2499,2499,85
2500,2500,134
2501,2501,43
2502,2502,78
2503,2503,162
2504,2504,190
2505,2505,39
2506,2506,114
2507,2507,31
2508,2508,269
2509,2509,235
2510,2510,256
2511,2511,248
2512,2512,64
2513,2513,223
2514,2514,95
2515,2515,268
2516,2516,177
2517,2517,140
2518,2518,280
2519,2519,254
2520,2520,262
2521,2521,24
2522,2522,173
2523,2523,24
2524,2524,39
2525,2525,166
2526,2526,140
2527,2527,166
2528,2528,218
2529,2529,118
2530,2530,123
2531,2531,82
2532,2532,131
2533,2533,299
2534,2534,21
2535,2535,104
2536,2536,273
2537,2537,261
2538,2538,221
2539,2539,242
2540,2540,123
2541,2541,115
2542,2542,204
2543,2543,50
2544,2544,195
2545,2545,205
2546,2546,192
2547,2547,109
2548,2548,281
2549,2549,173
2550,2550,297
2551,2551,42
2552,2552,94
2553,2553,11
2554,2554,296
2555,2555,33
2556,2556,140
2557,2557,49
2558,2558,64
2559,2559,28
2560,2560,187
2561,2561,80
2562,2562,103
2563,2563,43
2564,2564,1
2565,2565,104
2566,2566,17
2567,2567,200
2568,2568,32
2569,2569,4
2570,2570,114
2571,2571,122
2572,2572,219
2573,2573,250
2574,2574,43
2575,2575,19
2576,2576,257
2577,2577,273
2578,2578,211
2579,2579,135
2580,2580,188
2581,2581,177
2582,2582,184
2583,2583,3
2584,2584,158
2585,2585,165
2586,2586,67
2587,2587,105
2588,2588,96
2589,2589,242
2590,2590,6
2591,2591,133
2592,2592,213
2593,2593,210
2594,2594,100
2595,2595,203
2596,2596,164
2597,2597,299
2598,2598,122
2599,2599,92
2600,2600,215
2601,2601,37
2602,2602,247
2603,2603,111
2604,2604,163
2605,2605,259
2606,2606,225
2607,2607,63
2608,2608,143
2609,2609,246
2610,2610,248
2611,2611,226
2612,2612,255
2613,2613,289
2614,2614,170
2615,2615,283
2616,2616,287
2617,2617,102
2618,2618,173
2619,2619,62
2620,2620,87
2621,2621,223
2622,2622,170
2623,2623,35
2624,2624,96
2625,2625,64
2626,2626,186
2627,2627,184
2628,2628,267
2629,2629,113
2630,2630,221
2631,2631,248
2632,2632,1
2633,2633,29
2634,2634,107
2635,2635,195
2636,2636,64
2637,2637,11
2638,2638,247
2639,2639,158
2640,2640,294
2641,2641,144
2642,2642,20
2643,2643,180
2644,2644,34
2645,2645,238
2646,2646,255
2647,2647,283
2648,2648,205
2649,2649,21
2650,2650,98
2651,2651,76
2652,2652,97
2653,2653,217
2654,2654,140
2655,2655,156
2656,2656,174
2657,2657,17
2658,2658,208
2659,2659,188
2660,2660,18
2661,2661,33
2662,2662,58
2663,2663,4
2664,2664,127
2665,2665,245
2666,2666,16
2667,2667,39
2668,2668,193
2669,2669,282
2670,2670,219
2671,2671,117
2672,2672,36
2673,2673,133
2674,2674,111
2675,2675,106
2676,2676,262
2677,2677,279
2678,2678,110
2679,2679,234
2680,2680,78
2681,2681,229
2682,2682,213
2683,2683,125
2684,2684,257
2685,2685,287
2686,2686,26
2687,2687,97
2688,2688,231
2689,2689,126
2690,2690,142
2691,2691,252
2692,2692,21
2693,2693,223
2694,2694,193
2695,2695,30
2696,2696,34
2697,2697,118
2698,2698,101
2699,2699,199
2700,2700,214
2701,2701,73
2702,2702,59
2703,2703,162
2704,2704,18
2705,2705,289
2706,2706,175
2707,2707,44
2708,2708,293
2709,2709,215
2710,2710,143
2711,2711,290
2712,2712,250
2713,2713,132
2714,2714,266
2715,2715,242
2716,2716,52
2717,2717,128
2718,2718,193
2719,2719,124
2720,2720,292
2721,2721,170
2722,2722,5
2723,2723,57
2724,2724,218
2725,2725,122
2726,2726,234
2727,2727,111
2728,2728,173
2729,2729,47
2730,2730,296
2731,2731,33
2732,2732,86
2733,2733,299
2734,2734,197
2735,2735,126
2736,2736,139
2737,2737,226
2738,2738,183
2739,2739,218
2740,2740,229
2741,2741,283
2742,2742,225
2743,2743,272
2744,2744,153
2745,2745,110
2746,2746,192
2747,2747,207
2748,2748,82
2749,2749,104
2750,2750,141
2751,2751,254
2752,2752,100
2753,2753,225
2754,2754,144
2755,2755,200
2756,2756,238
2757,2757,61
2758,2758,25
2759,2759,82
2760,2760,122
2761,2761,255
2762,2762,36
2763,2763,165
2764,2764,18
2765,2765,79
2766,2766,236
2767,2767,100
2768,2768,31
2769,2769,10
2770,2770,199
2771,2771,113
2772,2772,80
2773,2773,76
2774,2774,98
2775,2775,262
2776,2776,196
2777,2777,14
2778,2778,128
2779,2779,75
2780,2780,148
2781,2781,187
2782,2782,21
2783,2783,12
2784,2784,27
2785,2785,201
2786,2786,102
2787,2787,99
2788,2788,93
2789,2789,248
2790,2790,163
2791,2791,14
2792,2792,183
2793,2793,216
2794,2794,84
2795,2795,265
2796,2796,179
2797,2797,191
2798,2798,278
2799,2799,290
2800,2800,200
2801,2801,273
2802,2802,45
2803,2803,257
2804,2804,156
2805,2805,18
2806,2806,277
2807,2807,159
2808,2808,197
2809,2809,215
2810,2810,235
2811,2811,265
2812,2812,59
2813,2813,81
2814,2814,102
2815,2815,12
2816,2816,26
2817,2817,206
2818,2818,41
2819,2819,226
2820,2820,215
2821,2821,282
2822,2822,110
2823,2823,277
2824,2824,253
2825,2825,115
2826,2826,249
2827,2827,245
2828,2828,38
2829,2829,197
2830,2830,71
2831,2831,128
2832,2832,118
2833,2833,246
2834,2834,40
2835,2835,253
2836,2836,32
2837,2837,280
2838,2838,132
2839,2839,136
2840,2840,258
2841,2841,42
2842,2842,47
2843,2843,98
2844,2844,230
2845,2845,120
2846,2846,60
2847,2847,74
2848,2848,81
2849,2849,115
2850,2850,181
2851,2851,156
2852,2852,109
2853,2853,194
2854,2854,34
2855,2855,245
2856,2856,179
2857,2857,292
2858,2858,192
2859,2859,22
2860,2860,109
2861,2861,9
2862,2862,178
2863,2863,263
2864,2864,68
2865,2865,260
2866,2866,75
2867,2867,138
2868,2868,148
2869,2869,100
2870,2870,109
2871,2871,154
2872,2872,101
2873,2873,279
2874,2874,2
2875,2875,141
2876,2876,190
2877,2877,17
2878,2878,259
2879,2879,121
2880,2880,53
2881,2881,18
2882,2882,199
2883,2883,291
2884,2884,168
2885,2885,59
2886,2886,154
2887,2887,219
2888,2888,62
2889,2889,137
2890,2890,33
2891,2891,258
2892,2892,278
2893,2893,94
2894,2894,262
2895,2895,285
2896,2896,42
2897,2897,242
2898,2898,88
2899,2899,80
2900,2900,256
2901,2901,116
2902,2902,5
2903,2903,94
2904,2904,36
2905,2905,266
2906,2906,237
2907,2907,141
2908,2908,90
2909,2909,37
2910,2910,4
2911,2911,23
2912,2912,234
2913,2913,293
2914,2914,100
2915,2915,155
2916,2916,300
2917,2917,107
2918,2918,60
2919,2919,140
2920,2920,270
2921,2921,298
2922,2922,166
2923,2923,37
2924,2924,165
2925,2925,43
2926,2926,157
2927,2927,19
2928,2928,33
2929,2929,26
2930,2930,260
2931,2931,77
2932,2932,293
2933,2933,78
2934,2934,100
2935,2935,165
2936,2936,23
2937,2937,281
2938,2938,237
2939,2939,299
2940,2940,97
2941,2941,202
2942,2942,47
2943,2943,58
2944,2944,19
2945,2945,182
2946,2946,236
2947,2947,81
2948,2948,252
2949,2949,7
2950,2950,86
2951,2951,123
2952,2952,7
2953,2953,110
2954,2954,3
2955,2955,111
2956,2956,183
2957,2957,110
2958,2958,62
2959,2959,241
2960,2960,251
2961,2961,103
2962,2962,37
2963,2963,125
2964,2964,91
2965,2965,5
2966,2966,243
2967,2967,128
2968,2968,92
2969,2969,104
2970,2970,115
2971,2971,134
2972,2972,64
2973,2973,203
2974,2974,237
2975,2975,223
2976,2976,216
2977,2977,31
2978,2978,94
2979,2979,159
2980,2980,231
2981,2981,211
2982,2982,171
2983,2983,259
2984,2984,25
2985,2985,184
2986,2986,207
2987,2987,163
2988,2988,11
2989,2989,291
2990,2990,252
2991,2991,60
2992,2992,26
2993,2993,268
2994,2994,43
2995,2995,41
2996,2996,221
2997,2997,280
2998,2998,161
2999,2999,253
3000,3000,177
3001,3001,93
3002,3002,262
3003,3003,245
3004,3004,19
3005,3005,209
3006,3006,231
3007,3007,52
3008,3008,143
3009,3009,24
3010,3010,126
3011,3011,14
3012,3012,251
3013,3013,261
3014,3014,156
3015,3015,149
3016,3016,55
3017,3017,192
3018,3018,238
3019,3019,47
3020,3020,32
3021,3021,295
3022,3022,245
3023,3023,246
3024,3024,155
3025,3025,284
3026,3026,202
3027,3027,110
3028,3028,258
3029,3029,109
3030,3030,131
3031,3031,56
3032,3032,187
3033,3033,266
3034,3034,237
3035,3035,172
3036,3036,79
3037,3037,114
3038,3038,32
3039,3039,259
3040,3040,296
3041,3041,213
3042,3042,213
3043,3043,41
3044,3044,83
3045,3045,174
3046,3046,126
3047,3047,254
3048,3048,156
3049,3049,62
3050,3050,65
3051,3051,187
3052,3052,255
3053,3053,221
3054,3054,95
3055,3055,123
3056,3056,139
3057,3057,51
3058,3058,231
3059,3059,224
3060,3060,71
3061,3061,64
3062,3062,43
3063,3063,171
3064,3064,232
3065,3065,279
3066,3066,183
3067,3067,50
3068,3068,127
3069,3069,235
3070,3070,229
3071,3071,247
3072,3072,183
3073,3073,232
3074,3074,257
3075,3075,10
3076,3076,258
3077,3077,34
3078,3078,280
3079,3079,154
3080,3080,228
3081,3081,59
3082,3082,209
3083,3083,287
3084,3084,156
3085,3085,99
3086,3086,263
3087,3087,233
3088,3088,82
3089,3089,193
3090,3090,44
3091,3091,222
3092,3092,243
3093,3093,172
3094,3094,207
3095,3095,201
3096,3096,272
3097,3097,267
3098,3098,41
3099,3099,244
3100,3100,266
3101,3101,135
3102,3102,78
3103,3103,149
3104,3104,147
3105,3105,40
3106,3106,116
3107,3107,7
3108,3108,103
3109,3109,31
3110,3110,287
3111,3111,125
3112,3112,170
3113,3113,286
3114,3114,15
3115,3115,150
3116,3116,269
3117,3117,177
3118,3118,290
3119,3119,218
3120,3120,120
3121,3121,43
3122,3122,132
3123,3123,60
3124,3124,109
3125,3125,117
3126,3126,223
3127,3127,125
3128,3128,156
3129,3129,273
3130,3130,88
3131,3131,50
3132,3132,55
3133,3133,62
3134,3134,54
3135,3135,228
3136,3136,80
3137,3137,182
3138,3138,76
3139,3139,155
3140,3140,222
3141,3141,203
3142,3142,121
3143,3143,166
3144,3144,204
3145,3145,267
3146,3146,14
3147,3147,47
3148,3148,278
3149,3149,166
3150,3150,49
3151,3151,188
3152,3152,280
3153,3153,282
3154,3154,92
3155,3155,239
3156,3156,40
3157,3157,222
3158,3158,286
3159,3159,77
3160,3160,37
3161,3161,127
3162,3162,273
3163,3163,243
3164,3164,69
3165,3165,92
3166,3166,208
3167,3167,290
3168,3168,243
3169,3169,145
3170,3170,224
3171,3171,9
3172,3172,24
3173,3173,126
3174,3174,177
3175,3175,129
3176,3176,257
3177,3177,248
3178,3178,122
3179,3179,87
3180,3180,212
3181,3181,129
3182,3182,175
3183,3183,172
3184,3184,274
3185,3185,100
3186,3186,264
3187,3187,268
3188,3188,33
3189,3189,268
3190,3190,67
3191,3191,62
3192,3192,271
3193,3193,12
3194,3194,111
3195,3195,286
3196,3196,120
3197,3197,114
3198,3198,80
3199,3199,47
3200,3200,82
3201,3201,35
3202,3202,218
3203,3203,194
3204,3204,131
3205,3205,221
3206,3206,263
3207,3207,281
3208,3208,144
3209,3209,151
3210,3210,40
3211,3211,269
3212,3212,73
3213,3213,150
3214,3214,58
3215,3215,151
3216,3216,268
3217,3217,175
3218,3218,125
3219,3219,184
3220,3220,184
3221,3221,219
3222,3222,253
3223,3223,159
3224,3224,266
3225,3225,294
3226,3226,21
3227,3227,2
3228,3228,91
3229,3229,68
3230,3230,98
3231,3231,227
3232,3232,279
3233,3233,210
3234,3234,146
3235,3235,263
3236,3236,62
3237,3237,293
3238,3238,87
3239,3239,169
3240,3240,258
3241,3241,259
3242,3242,65
3243,3243,13
3244,3244,154
3245,3245,74
3246,3246,65
3247,3247,91
3248,3248,81
3249,3249,15
3250,3250,109
3251,3251,80
3252,3252,208
3253,3253,153
3254,3254,111
3255,3255,125
3256,3256,128
3257,3257,56
3258,3258,257
3259,3259,78
3260,3260,8
3261,3261,231
3262,3262,40
3263,3263,10
3264,3264,184
3265,3265,52
3266,3266,71
3267,3267,72
3268,3268,66
3269,3269,47
3270,3270,228
3271,3271,62
3272,3272,258
3273,3273,39
3274,3274,133
3275,3275,69
3276,3276,228
3277,3277,13
3278,3278,73
3279,3279,145
3280,3280,36
3281,3281,22
3282,3282,112
3283,3283,115
3284,3284,7
3285,3285,265
3286,3286,199
3287,3287,187
3288,3288,32
3289,3289,50
3290,3290,232
3291,3291,225
3292,3292,262
3293,3293,139
3294,3294,15
3295,3295,281
3296,3296,181
3297,3297,199
3298,3298,135
3299,3299,5
3300,3300,128
3301,3301,63
3302,3302,13
3303,3303,229
3304,3304,118
3305,3305,222
3306,3306,251
3307,3307,159
3308,3308,285
3309,3309,255
3310,3310,109
3311,3311,51
3312,3312,258
3313,3313,239
3314,3314,151
3315,3315,192
3316,3316,230
3317,3317,144
3318,3318,137
3319,3319,143
3320,3320,56
3321,3321,47
3322,3322,43
3323,3323,151
3324,3324,67
3325,3325,137
3326,3326,118
3327,3327,123
3328,3328,158
3329,3329,27
3330,3330,137
3331,3331,170
3332,3332,51
3333,3333,178
3334,3334,55
3335,3335,289
3336,3336,70
3337,3337,195
3338,3338,250
3339,3339,154
3340,3340,164
3341,3341,67
3342,3342,196
3343,3343,167
3344,3344,276
3345,3345,100
3346,3346,232
3347,3347,110
3348,3348,32
3349,3349,115
3350,3350,259
3351,3351,63
3352,3352,124
3353,3353,222
3354,3354,3
3355,3355,54
3356,3356,128
3357,3357,137
3358,3358,35
3359,3359,94
3360,3360,42
3361,3361,259
3362,3362,50
3363,3363,28
3364,3364,28
3365,3365,102
3366,3366,49
3367,3367,221
3368,3368,224
3369,3369,11
3370,3370,230
3371,3371,70
3372,3372,52
3373,3373,18
3374,3374,298
3375,3375,27
3376,3376,161
3377,3377,11
3378,3378,6
3379,3379,145
3380,3380,259
3381,3381,248
3382,3382,59
3383,3383,34
3384,3384,169
3385,3385,214
3386,3386,279
3387,3387,270
3388,3388,226
3389,3389,237
3390,3390,206
3391,3391,285
3392,3392,255
3393,3393,92
3394,3394,228
3395,3395,24
3396,3396,68
3397,3397,191
3398,3398,124
3399,3399,139
3400,3400,16
3401,3401,219
3402,3402,215
3403,3403,79
3404,3404,225
3405,3405,46
3406,3406,28
3407,3407,88
3408,3408,88
3409,3409,97
3410,3410,141
3411,3411,278
3412,3412,61
3413,3413,78
3414,3414,10
3415,3415,170
3416,3416,251
3417,3417,267
3418,3418,28
3419,3419,186
3420,3420,111
3421,3421,183
3422,3422,144
3423,3423,87
3424,3424,166
3425,3425,244
3426,3426,292
3427,3427,1
3428,3428,66
3429,3429,213
3430,3430,85
3431,3431,98
3432,3432,14
3433,3433,77
3434,3434,290
3435,3435,103
3436,3436,37
3437,3437,227
3438,3438,112
3439,3439,215
3440,3440,255
3441,3441,284
3442,3442,245
3443,3443,280
3444,3444,284
3445,3445,244
3446,3446,38
3447,3447,289
3448,3448,189
3449,3449,145
3450,3450,193
3451,3451,254
3452,3452,175
3453,3453,281
3454,3454,167
3455,3455,90
3456,3456,41
3457,3457,15
3458,3458,285
3459,3459,20
3460,3460,157
3461,3461,125
3462,3462,237
3463,3463,237
3464,3464,89
3465,3465,68
3466,3466,97
3467,3467,283
3468,3468,147
3469,3469,124
3470,3470,8
3471,3471,114
3472,3472,83
3473,3473,178
3474,3474,80
3475,3475,284
3476,3476,266
3477,3477,28
3478,3478,187
3479,3479,248
3480,3480,300
3481,3481,267
3482,3482,226
3483,3483,22
3484,3484,289
3485,3485,134
3486,3486,275
3487,3487,296
3488,3488,213
3489,3489,92
3490,3490,238
3491,3491,31
3492,3492,89
3493,3493,243
3494,3494,89
3495,3495,104
3496,3496,106
3497,3497,77
3498,3498,77
3499,3499,219
3500,3500,220
3501,3501,148
3502,3502,25
3503,3503,210
3504,3504,85
3505,3505,283
3506,3506,13
3507,3507,258
3508,3508,155
3509,3509,106
3510,3510,58
3511,3511,136
3512,3512,251
3513,3513,210
3514,3514,20
3515,3515,195
3516,3516,195
3517,3517,260
3518,3518,290
3519,3519,273
3520,3520,175
3521,3521,92
3522,3522,157
3523,3523,190
3524,3524,175
3525,3525,79
3526,3526,32
3527,3527,18
3528,3528,227
3529,3529,78
3530,3530,92
3531,3531,61
3532,3532,242
3533,3533,291
3534,3534,51
3535,3535,217
3536,3536,98
3537,3537,29
3538,3538,198
3539,3539,273
3540,3540,41
3541,3541,288
3542,3542,224
3543,3543,3
3544,3544,210
3545,3545,107
3546,3546,16
3547,3547,212
3548,3548,292
3549,3549,21
3550,3550,212
3551,3551,212
3552,3552,50
3553,3553,31
3554,3554,279
3555,3555,270
3556,3556,82
3557,3557,196
3558,3558,20
3559,3559,34
3560,3560,71
3561,3561,139
3562,3562,99
3563,3563,239
3564,3564,274
3565,3565,264
3566,3566,292
3567,3567,193
3568,3568,41
3569,3569,295
3570,3570,145
3571,3571,299
3572,3572,279
3573,3573,187
3574,3574,152
3575,3575,40
3576,3576,53
3577,3577,233
3578,3578,137
3579,3579,125
3580,3580,271
3581,3581,231
3582,3582,65
3583,3583,176
3584,3584,110
3585,3585,197
3586,3586,87
3587,3587,94
3588,3588,59
3589,3589,12
3590,3590,263
3591,3591,121
3592,3592,175
3593,3593,232
3594,3594,97
3595,3595,90
3596,3596,292
3597,3597,273
3598,3598,59
3599,3599,295
3600,3600,97
3601,3601,102
3602,3602,225
3603,3603,141
3604,3604,250
3605,3605,241
3606,3606,286
3607,3607,245
3608,3608,287
3609,3609,133
3610,3610,134
3611,3611,14
3612,3612,113
3613,3613,167
3614,3614,196
3615,3615,166
3616,3616,116
3617,3617,198
3618,3618,62
3619,3619,225
3620,3620,196
3621,3621,25
3622,3622,182
3623,3623,230
3624,3624,186
3625,3625,38
3626,3626,9
3627,3627,246
3628,3628,84
3629,3629,283
3630,3630,203
3631,3631,270
3632,3632,276
3633,3633,139
3634,3634,140
3635,3635,62
3636,3636,108
3637,3637,212
3638,3638,138
3639,3639,174
3640,3640,151
3641,3641,221
3642,3642,283
3643,3643,4
3644,3644,193
3645,3645,87
3646,3646,13
3647,3647,283
3648,3648,126
3649,3649,255
3650,3650,265
3651,3651,274
3652,3652,151
3653,3653,79
3654,3654,48
3655,3655,118
3656,3656,259
3657,3657,279
3658,3658,60
3659,3659,23
3660,3660,180
3661,3661,52
3662,3662,157
3663,3663,155
3664,3664,239
3665,3665,159
3666,3666,34
3667,3667,113
3668,3668,205
3669,3669,151
3670,3670,151
3671,3671,50
3672,3672,180
3673,3673,70
3674,3674,132
3675,3675,116
3676,3676,146
3677,3677,298
3678,3678,233
3679,3679,251
3680,3680,179
3681,3681,278
3682,3682,143
3683,3683,164
3684,3684,162
3685,3685,135
3686,3686,210
3687,3687,34
3688,3688,101
3689,3689,153
3690,3690,271
3691,3691,163
3692,3692,200
3693,3693,235
3694,3694,150
3695,3695,98
3696,3696,230
3697,3697,227
3698,3698,252
3699,3699,189
3700,3700,300
3701,3701,97
3702,3702,131
3703,3703,294
3704,3704,26
3705,3705,212
3706,3706,183
3707,3707,263
3708,3708,296
3709,3709,265
3710,3710,172
3711,3711,60
3712,3712,182
3713,3713,142
3714,3714,189
3715,3715,186
3716,3716,128
3717,3717,116
3718,3718,271
3719,3719,17
3720,3720,194
3721,3721,176
3722,3722,191
3723,3723,64
3724,3724,107
3725,3725,175
3726,3726,76
3727,3727,20
3728,3728,223
3729,3729,135
3730,3730,113
3731,3731,291
3732,3732,143
3733,3733,265
3734,3734,134
3735,3735,129
3736,3736,62
3737,3737,237
3738,3738,92
3739,3739,9
3740,3740,36
